장소ID, 장소명, 도로명주소, 장소상세설명, 유저ID, 위도, 경도, 등록일시, 수정일시, 지번주소, 사용여부
739,이마트,제주특별자치도 서귀포시 일주동로 9209 이마트서귀포점,이마트,,33.2485033,126.5093885,2018-07-12,2018-07-12,제주특별자치도 서귀포시 대륜동 841-2,
741,일출랜드,제주특별자치도 서귀포시 일주동로 9209 이마트서귀포점,일출랜드,,33.3830828,126.8432041,2018-07-12,2018-07-12,제주특별자치도 서귀포시 성산읍 삼달리 1009,
742,섭지코지,제주특별자치도 서귀포시 일주동로 9209 이마트서귀포점,섭지코지,,33.4125604,126.9349287,2018-07-12,2018-07-12,대한민국,
746,용두암,제주특별자치도 제주시 서해안로 687-6,용두암,,33.5156559,126.5119341,2018-07-12,2018-07-12,제주특별자치도 제주시 용담2동 488,
758,조아렌터카,제주특별자치도 제주시 오일장서길 63,렌터카,,33.4971153,126.4719771,2018-07-12,2018-07-12,제주특별자치도 제주시 도두동 2246-1,
748,항몽유적지,,고려시대 삼별초,,33.4496958,126.4080783,2018-07-12,2018-07-12,제주특별자치도 제주시 애월읍 상귀리 991,
754,호텔시리우스,제주특별자치도 제주시 도령로 133,숙소,,33.4933793,126.4912331,2018-07-12,2018-07-12,제주특별자치도 제주시 연동 2334-4,
757,조아렌터카,제주특별자치도 제주시 오일장서길 63,렌터카,,33.4971153,126.4719771,2018-07-12,2018-07-12,제주특별자치도 제주시 도두동 2246-1,
760,제주공항(11:50분도착),제주특별자치도 제주시 공항로 2,도착,,33.5069689,126.4928332,2018-07-12,2018-07-12,제주특별자치도 제주시 용담2동 2002,
761,협재해수욕장,,바다,,33.3943019,126.2398925,2018-07-12,2018-07-12,제주특별자치도 제주시 한림읍 협재리 2034-2,
766,천지연크리스탈호텔,제주특별자치도 서귀포시 솔동산로 40 천지연호텔,숙박,,33.2418787,126.562436,2018-07-13,2018-07-13,제주특별자치도 서귀포시 송산동 654-5,
767,제주 조각 공원,제주특별자치도 서귀포시 일주서로 1836,"조각공원이다.,",,33.2529164,126.322589,2018-07-13,2018-07-13,제주특별자치도 서귀포시 안덕면 덕수리 산27,
769,엠제이 호텔,제주특별자치도 제주시 신광로4길 16 MJ호스텔,ㅇ,,33.4889741,126.4884545,2018-07-13,2018-07-13,제주특별자치도 제주시 연동 261-67,
783,고래의꿈,제주특별자치도 서귀포시 표선동서로 35-42,숙소,,33.3900255,126.8756099,2018-07-13,2018-07-13,제주특별자치도 서귀포시 성산읍 신산리 869-8,
787,세계로식자재마트,제주특별자치도 제주시 금악동2길 25,바베큐 장보기,,33.4921779,126.4738131,2018-07-13,2018-07-13,제주특별자치도 제주시 노형동 1236-7,
778,복자씨연탄구이,제주특별자치도 제주시 오라로 41,ㅊ,,33.4693648,126.9197915,2018-07-13,2018-07-13,제주특별자치도 서귀포시 성산읍 오조리 368,
776,함쉐프키친,제주특별자치도 서귀포시 대포중앙로 118,패밀리레스토랑,,33.2408895,126.4312038,2018-07-13,2018-07-13,제주특별자치도 서귀포시 중문동 1893,
799,예그리나 펜션,제주특별자치도 제주시 곽지9길 45,숙소,,33.449562,126.3057621,2018-07-15,2018-07-15,제주특별자치도 제주시 애월읍 곽지리 1622-47,
800,할리데이 카라반,제주특별자치도 제주시 곽지9길 45,숙소,,33.3103415,126.279527,2018-07-15,2018-07-15,제주특별자치도 제주시 한경면 저지리 산38-30,
801,대포주상절리,,주상절리,,33.2391137,126.427018,2018-07-15,2018-07-15,제주특별자치도 서귀포시 중문동 2755,
805,제주공항,제주특별자치도 제주시 공항로 2,공항,,33.506395,126.4919421,2018-07-15,2018-07-15,제주특별자치도 제주시 용담2동 2002,
826,제주 절물자연휴양림,제주특별자치도 제주시 명림로 584 절물휴양림,"휴양림이용 : 연중무휴  일일개장(입장)시간 : 당일 07:00 ~ 18:00  일반 - 1,000원 주차료 - 중,소형 : 2,000원 (1대/1일)",,33.4265791,126.6278385,2018-07-17,2018-07-17,제주특별자치도 제주시 봉개동 산78-1,
804,이호테 해수욕장,제주특별자치도 제주시 애월해안로 923,ㅇ,,33.497166,126.452817,2018-07-15,2018-07-15,제주특별자치도 제주시 이호동 1665-9,
823,오설록 티뮤지엄,,,,33.3039499,126.2901153,2018-07-17,2018-07-17,제주특별자치도 서귀포시 안덕면 서광리 산50-12,
835,오렌지 호텔,제주특별자치도 서귀포시 태평로335번길 3,녹차밭과 녹차카페매일 09:00 - 19:002018년5월1일~8/31매일 09:00 - 18:00연중무휴,,33.2471658,126.5573878,2018-07-18,2018-07-18,제주특별자치도 서귀포시 천지동 317-7,
837,제주공항,제주특별자치도 제주시 공항로 2,오렌지 호텔,,33.5068287,126.4927148,2018-07-18,2018-07-18,제주특별자치도 제주시 용담2동 2002,
838,베스트웨스턴 제주호텔,제주특별자치도 제주시 도령로 27 네이버후드,19:20분 도착,,33.48782,126.4818913,2018-07-18,2018-07-18,제주특별자치도 제주시 노형동 1295-16,
839,제주공항,제주특별자치도 제주시 공항로 2,1일차 숙소,,33.5064799,126.4928481,2018-07-18,2018-07-18,제주특별자치도 제주시 용담2동 2002,
874,제주국제공항,제주특별자치도 제주시 공항로 2,제주공항도착,,33.5069759,126.4928209,2018-07-21,2018-07-21,제주특별자치도 제주시 용담2동 2002,
879,도민상회_본점,제주특별자치도 제주시 한림로3길 8,김포→제주,,33.4131879,126.2601049,2018-07-22,2018-07-22,제주특별자치도 제주시 한림읍 한림리 1597,
880,협재 칼국수,,제주흑돼지맛집,,33.4109633,126.2721786,2018-07-22,2018-07-22,제주특별자치도 제주시 한림읍 한림리 724,
881,담모라 리조트,제주특별자치도 서귀포시 일주서로 1975-16,제주 제주시 한림읍 협재로 3,,33.2496054,126.3052412,2018-07-22,2018-07-22,제주특별자치도 서귀포시 안덕면 사계리 745,
884,제주항,제주특별자치도 제주시 임항로 97,숙소,,33.5225517,126.5367146,2018-07-22,2018-07-22,제주특별자치도 제주시 건입동 918-25,
885,렌트지점,제주특별자치도 제주시 다호동길 49,도착지,,33.5032794,126.4950933,2018-07-22,2018-07-22,제주특별자치도 제주시 용담2동 1963-5,
886,렌츠런팜,제주특별자치도 제주시 남조로 1649-48,완둥이 운전해,,33.4111486,126.6794396,2018-07-22,2018-07-22,제주특별자치도 제주시 조천읍 교래리 산70-10,
911,올래국수,제주특별자치도 제주시 신대로 63,1,,33.4915417,126.4969823,2018-07-24,2018-07-24,제주특별자치도 제주시 연동 301-10,
889,제주국제공항,제주특별자치도 제주시 공항로 2,고기국수,,33.5069246,126.4929755,2018-07-22,2018-07-22,제주특별자치도 제주시 용담2동 2002,
910,제주국제공항,제주특별자치도 제주시 공항로 2,공항도착,,33.5062468,126.493023,2018-07-24,2018-07-24,제주특별자치도 제주시 용담2동 1462-1,
912,12,,16:50 도착,,33.4164307,126.294064,2018-07-24,2018-07-24,제주특별자치도 제주시 한림읍 상대리 3040,
914,제주항,,12,,33.523775,126.5335572,2018-07-24,2018-07-24,제주특별자치도 제주시 건입동,
926,제주국제공항,,목포-제주,,33.5058864,126.4930702,2018-07-26,2018-07-26,제주특별자치도 제주시 용담2동 1984-5,
920,제주현대랜트카,제주특별자치도 제주시 어영길 26,공항,,33.5181178,126.495838,2018-07-25,2018-07-25,제주특별자치도 제주시 용담2동 1181-1,
925,재연식당,제주특별자치도 제주시 세화1길 20-30,7/30 8:00 ~8/01 8:30,,33.5264833,126.8560348,2018-07-26,2018-07-26,제주특별자치도 제주시 구좌읍 세화리 3644-3,
927,헬스케어타운,제주특별자치도 서귀포시 솔오름로 28,숙소,,33.2841368,126.5571844,2018-07-26,2018-07-26,제주특별자치도 서귀포시 동홍동 2045,
928,어마장장(해물뚝배기),제주특별자치도 제주시 성지로 62,식당,,33.5110587,126.529854,2018-07-26,2018-07-26,제주특별자치도 제주시 일도2동 1028-49,
930,제주공항,제주특별자치도 제주시 공항로 2,드뎌 제주도~~,,33.5071978,126.4928397,2018-07-27,2018-07-27,제주특별자치도 제주시 용담2동 2002,
936,밥깡패,제주특별자치도 제주시 한림로4길 35,해녀파스타 맛집,,33.4101051,126.263434,2018-07-28,2018-07-28,제주특별자치도 제주시 한림읍 한림리 1534-6,
937,난드르커피,제주특별자치도 제주시 한림로4길 35,이쁜카페,,33.2565317,126.3108355,2018-07-28,2018-07-28,제주특별자치도 서귀포시 안덕면 덕수리 970,
942,(주)가자jeju렌트카,제주특별자치도 제주시 억삼길 10,뉴AV,,33.4925547,126.4675512,2018-07-30,2018-07-30,제주특별자치도 제주시 이호동 168,
943,청진동뚝배기,제주특별자치도 서귀포시 일출로 275 청진동뚝배기,중식,,33.4624144,126.9342289,2018-07-30,2018-07-30,제주특별자치도 서귀포시 성산읍 성산리 158-4,
945,더베스트 성산,제주특별자치도 서귀포시 동류암로 28,호텔,,33.4497241,126.9170336,2018-07-30,2018-07-30,제주특별자치도 서귀포시 성산읍 고성리 298-17,
946,R&T 호텔,제주특별자치도 제주시 중앙로 110,호텔,,33.508472,126.523701,2018-07-30,2018-07-30,제주특별자치도 제주시 삼도2동 216,
947,제주김만복 서귀포점,제주특별자치도 서귀포시 월드컵로 193,김밥집,,33.2324978,126.506226,2018-07-30,2018-07-30,제주특별자치도 서귀포시 대천동 707-2,
949,이마트,제주특별자치도 제주시 탑동로 38 이마트,장보기,,33.5179923,126.5208914,2018-07-30,2018-07-30,제주특별자치도 제주시 삼도2동 1259-1,
952,앤트러사이트,제주특별자치도 제주시 한림로 564,카페,,33.4076528,126.2582504,2018-07-31,2018-07-31,제주특별자치도 제주시 한림읍 동명리 1715,
955,청년어부,제주특별자치도 서귀포시 섭지코지로25번길 34,"랍스타, 딱새우",,33.441967,126.9196524,2018-07-31,2018-07-31,제주특별자치도 서귀포시 성산읍 고성리 443-1,
958,제주공항,제주특별자치도 제주시 공항로 2,공항,,33.5068767,126.4928433,2018-07-31,2018-07-31,제주특별자치도 제주시 용담2동 2002,
962,서경농수산,제주특별자치도 서귀포시 일출로 31,청귤3B,,33.4404502,126.879291,2018-08-01,2018-08-01,제주특별자치도 서귀포시 성산읍 고성리 329-1,
735,황우지해변,제주특별자치도 서귀포시 일주동로 8687 서귀포농협중앙지점,황우지해변,,33.2413147,126.5505178,2018-07-12,2018-07-12,제주특별자치도 서귀포시 천지동,
743,섭지코지,제주특별자치도 서귀포시 일주동로 9209 이마트서귀포점,섭지코지,,33.4205583,126.9321896,2018-07-12,2018-07-12,대한민국,
790,자매국수,,3대천왕 나온집,,33.5080165,126.5323103,2018-07-14,2018-07-14,제주특별자치도 제주시 일도2동 1050-1,
791,꽃이다 카페,제주특별자치도 서귀포시 서호로 70,고양이와 꽃이함께하는카페주소:제주특별자치도 서귀포시 서호로 지번 제주특별자치도 서귀포시 서호동 615am 11:30 ~ pm 08:30(매주화요일 휴무)http://www.instagram.com/theflower_jeju/ http://www.instagram.com/cafe_theflower/,,33.2599621,126.5227606,2018-07-14,2018-07-14,제주특별자치도 서귀포시 대륜동 615,
794,전망좋은집,제주특별자치도 서귀포시 성산중앙로 25,전망이좋은횟집,,33.4603226,126.9324864,2018-07-14,2018-07-14,제주특별자치도 서귀포시 성산읍 성산리 170-1,
798,제주SHOW무인텔,제주특별자치도 제주시 평화로 2500,숙소,,33.4324095,126.4197508,2018-07-15,2018-07-15,제주특별자치도 제주시 애월읍 고성리 884-2,
796,제주국제공항,,공항,,33.5064946,126.4933285,2018-07-15,2018-07-15,제주특별자치도 제주시 용담2동 1462-1,
797,제주THE렌트카,제주특별자치도 제주시 제성1길 62,전기차,,33.4982898,126.480517,2018-07-15,2018-07-15,제주특별자치도 제주시 도두동 1115-1,
808,용두암,,,,33.5156787,126.5122087,2018-07-15,2018-07-15,제주특별자치도 제주시 용담2동 487-4,
809,이호테해수욕장,,,,33.4973845,126.4524126,2018-07-15,2018-07-15,제주특별자치도 제주시 이호동,
810,저녁 식사,제주특별자치도 제주시 신대로 101,ㅇㅇㅇ,,33.4883387,126.4969385,2018-07-15,2018-07-15,제주특별자치도 제주시 연동 302-6,
833,메이저호텔2,제주특별자치도 제주시 은남4길 40,모텔,,33.4865322,126.4915395,2018-07-18,2018-07-18,제주특별자치도 제주시 연동 273-54,
858,빌리카,제주특별자치도 제주시 용문로 48,렌트카,,33.5041966,126.5014735,2018-07-20,2018-07-20,제주특별자치도 제주시 용담2동 731,
856,동문시장,,저녁 식사 및 간식,,33.5122405,126.5267162,2018-07-19,2018-07-19,제주특별자치도 제주시 일도1동 1481-7,
860,제주항,제주특별자치도 제주시 임항로 154 제주해양경찰서,7일 2시도착,,33.5249227,126.544148,2018-07-20,2018-07-20,제주특별자치도 제주시 건입동 908-1,
865,천백고지 휴게소,제주특별자치도 서귀포시 1100로 1555 1100고지 휴게소,없음,,33.3576918,126.4624846,2018-07-20,2018-07-20,제주특별자치도 서귀포시 예래동 산1-3,
863,엉클통김밥 서귀포점,제주특별자치도 서귀포시 동홍로 20 돌하루방식품,엉클통김밥 서귀포점,,33.2503262,126.5680304,2018-07-20,2018-07-20,제주특별자치도 서귀포시 중앙동 250-19,
866,착한전복,제주특별자치도 서귀포시 천제연로 119,제주도 서귀포시 천제연로 119(색달동 2481-10),,33.2546363,126.4182787,2018-07-20,2018-07-20,제주특별자치도 서귀포시 예래동 2481-10,
867,아길라 호텔,제주특별자치도 제주시 옹포4길 20 주암썬빌리지,아길라 호텔,,33.4000319,126.2506567,2018-07-20,2018-07-20,제주특별자치도 제주시 한림읍 옹포리 655,
895,제주공항,제주특별자치도 제주시 연사길 106-5,8:35 도착,,33.504692,126.4953664,2018-07-23,2018-07-23,제주특별자치도 제주시 용담2동 1462-2,
898,제주항,제주특별자치도 제주시 임항로 97,배를 이용한 제주여행의 시작과 끝,,33.5194269,126.533217,2018-07-23,2018-07-23,제주특별자치도 제주시 건입동 918-25,
900,제주 가가멜,제주특별자치도 서귀포시 문부로 8,수제 카라멜,,33.2519022,126.5686323,2018-07-23,2018-07-23,제주특별자치도 서귀포시 동홍동 430-2,
902,퓨리티인제주,제주특별자치도 서귀포시 서성일로 314,기념품샵,,33.4091905,126.8252794,2018-07-23,2018-07-23,제주특별자치도 서귀포시 성산읍 난산리 2958-5,
903,제주공항,,제주공항,,33.5008839,126.4954535,2018-07-23,2018-07-23,제주특별자치도 제주시 용담2동 1698,
917,제주공항,,공항 도착,,33.5049573,126.4966467,2018-07-25,2018-07-25,제주특별자치도 제주시 용담2동 1588-6,
922,살롱드라방,제주특별자치도 제주시 애월로11길 23,제주도 제주시 애월읍 하가리 1415,,33.4594173,126.3510868,2018-07-26,2018-07-26,제주특별자치도 제주시 애월읍 하가리 1087-3,
923,복도새기,제주특별자치도 제주시 애월로11길 23,제주 제주시 애월읍 신엄리 1231-1,,33.4728352,126.3708239,2018-07-26,2018-07-26,제주특별자치도 제주시 애월읍 신엄리 1231-6,
924,섭지코지로,제주특별자치도 서귀포시 섭지코지로 43,딱새우회,,33.4383926,126.9214136,2018-07-26,2018-07-26,제주특별자치도 서귀포시 성산읍 고성리 224-14,
929,오스테리아일디토(레스토랑),제주특별자치도 서귀포시 동류암로 20,1,,33.4499307,126.9183938,2018-07-27,2018-07-27,제주특별자치도 서귀포시 성산읍 고성리 297-1,
932,숙소,,바뀔거임,,33.4505478,126.3567969,2018-07-27,2018-07-27,제주특별자치도 제주시 애월읍 하가리 639-5,
934,자매국수,제주특별자치도 제주시 삼성로 67,점심,,33.5080362,126.5323402,2018-07-27,2018-07-27,제주특별자치도 제주시 일도2동 1050-1,
729,성이시돌목장,제주특별자치도 제주시 금악동길 35,돌목장,,33.3469206,126.3271954,2018-07-12,2018-07-12,제주특별자치도 제주시 한림읍 금악리 124,
730,카멜리아힐,제주특별자치도 제주시 금악동길 35,카멜리아힐,,33.2869118,126.3710304,2018-07-12,2018-07-12,제주특별자치도 서귀포시 안덕면 상창리 280,
732,외돌개,제주특별자치도 제주시 금악동길 35,외돌개 ,,33.2381776,126.5454607,2018-07-12,2018-07-12,제주특별자치도 서귀포시 천지동,
734,새섬,제주특별자치도 제주시 금악동길 35,새섬,,33.2358815,126.5625604,2018-07-12,2018-07-12,제주특별자치도 서귀포시 송산동 산1,
736,정방폭포,제주특별자치도 서귀포시 일주동로 8687 서귀포농협중앙지점,정방폭포,,33.2443981,126.5717089,2018-07-12,2018-07-12,제주특별자치도 서귀포시 송산동,
738,에코랜드,제주특별자치도 제주시 남조로 1982,에코랜드,,33.4459788,126.6723635,2018-07-12,2018-07-12,제주특별자치도 제주시 조천읍 교래리 385-1,
740,씨앤힐스파펜션,제주특별자치도 서귀포시 일주동로 9209 이마트서귀포점,씨앤힐스파펜션,,33.4728245,126.3523654,2018-07-12,2018-07-12,제주특별자치도 제주시 애월읍 고내리 73-1,
744,광치기해변,제주특별자치도 서귀포시 일주동로 9209 이마트서귀포점,광치기해변,,33.4518141,126.924167,2018-07-12,2018-07-12,대한민국,
745,성산일출봉,제주특별자치도 서귀포시 일주동로 9209 이마트서귀포점,성산일출봉,,33.4575419,126.939835,2018-07-12,2018-07-12,제주특별자치도 서귀포시 성산읍 성산리 78,
749,새별오름,,새별오름,,33.365712,126.3586103,2018-07-12,2018-07-12,제주특별자치도 제주시 애월읍 봉성리 산59-8,
755,큰엉해안경승지,제주특별자치도 서귀포시 태위로 536,,,33.2742896,126.7053743,2018-07-12,2018-07-12,제주특별자치도 서귀포시 남원읍 남원리 1408,
751,대포주상절리,제주특별자치도 서귀포시 중문상로17번길 52-17,큰엉해안경승지한반도 지형,,33.2376837,126.4250258,2018-07-12,2018-07-12,제주특별자치도 서귀포시 중문동,
752,천제연폭포,제주특별자치도 서귀포시 중문관광로 192,대포주상절리,,33.2513764,126.4172796,2018-07-12,2018-07-12,제주특별자치도 서귀포시 중문동 2785-2,
753,동문재래시장,제주특별자치도 제주시 중앙로13길 21 중앙주택,"1,2코스 필수3코스 선택",,33.512131,126.5267022,2018-07-12,2018-07-12,제주특별자치도 제주시 일도1동 1481-8,
756,제주국제공항,,야시장- 딱새우(8시전),,33.5052143,126.4938053,2018-07-12,2018-07-12,제주특별자치도 제주시 용담2동 1462,
762,함덕해수욕장 인근 관사,제주특별자치도 제주시 조함해안로 525,ㅇㅇㅇ,,33.5429306,126.6696255,2018-07-12,2018-07-12,제주특별자치도 제주시 조천읍 함덕리 산14-1,
763,오셜록 뮤지엄,,뮤지엄,,33.3054906,126.2909262,2018-07-13,2018-07-13,제주특별자치도 서귀포시 안덕면 서광리 1224-44,
764,조각공원,제주특별자치도 서귀포시 일주서로 1836,조각조각,,33.2535377,126.3229574,2018-07-13,2018-07-13,제주특별자치도 서귀포시 안덕면 덕수리 산27,
765,유채꽃프라자,제주특별자치도 서귀포시 녹산로 464-78 가시리풍력발전단지,풍차와 의자,,33.3931708,126.7317049,2018-07-13,2018-07-13,제주특별자치도 서귀포시 표선면 가시리 산68-3,
773,귤,제주특별자치도 서귀포시 돈내코로 114 돈내코관리사무소,귤,,33.2667197,126.608106,2018-07-13,2018-07-13,제주특별자치도 서귀포시 효돈동 1188-13,
774,자매국수,제주특별자치도 제주시 월랑로4길 6,ㅇ,,33.487722,126.4783467,2018-07-13,2018-07-13,제주특별자치도 제주시 노형동 1279-1,
777,제주 김만복,제주특별자치도 제주시 오라로 41,ㅇ,,33.4970331,126.5089199,2018-07-13,2018-07-13,제주특별자치도 제주시 오라동 2250-1,
779,한라국수,제주특별자치도 서귀포시 천제연로208번길 19,ㅇ,,33.24991,126.4268012,2018-07-13,2018-07-13,제주특별자치도 서귀포시 중문동 2036-3,
780,금오름,,패러글라이딩,,33.3533285,126.3074168,2018-07-13,2018-07-13,제주특별자치도 제주시 한림읍 금악리 산1-1,
782,아띠애 펜션,제주특별자치도 서귀포시 표선동서로 35-42,숙소,,33.3132555,126.8192506,2018-07-13,2018-07-13,제주특별자치도 서귀포시 표선면 표선리 2265-17,
784,연안 여객,제주특별자치도 서귀포시 중앙로41번길 12,마지막이다,,33.5202055,126.5357309,2018-07-13,2018-07-13,제주특별자치도 제주시 건입동,
785,성이시돌목장,제주특별자치도 제주시 금악동2길 25,성이시돌목장은 청정제주에서 유기농우유와 무항생제 소고기를 생산,,33.3418183,126.3257908,2018-07-13,2018-07-13,제주특별자치도 제주시 한림읍 금악리 77-1,
786,요리요,제주특별자치도 제주시 금악동2길 25,제주갈치의 맛,,33.3112402,126.3400827,2018-07-13,2018-07-13,제주특별자치도 서귀포시 안덕면 동광리 940-1,
792,공항,제주특별자치도 제주시 다호길 103,ㄱㅇ,,33.5014423,126.4924154,2018-07-14,2018-07-14,제주특별자치도 제주시 용담2동 1935-1,
807,제주항 ,,제주 도착,,33.5259396,126.5437516,2018-07-15,2018-07-15,제주특별자치도 제주시 건입동 908-18,
817,제주도 도착,,제주국제공항,,33.506195,126.4933035,2018-07-16,2018-07-16,제주특별자치도 제주시 용담2동 2002-7,
818,차 렌트,제주특별자치도 제주시 용담로 124,다오라 렌트,,33.5097353,126.5146556,2018-07-16,2018-07-16,제주특별자치도 제주시 용담1동 231-7,
820,제주도착,,"공항도착, 렌트카 픽업",,33.492204,126.4927981,2018-07-16,2018-07-16,제주특별자치도 제주시 연동 280,
793,제주국제공항,제주특별자치도 제주시 다호동길 49,공항,,33.4983868,126.4871643,2018-07-14,2018-07-14,제주특별자치도 제주시 도두동 292,
918,알루하우스,제주특별자치도 서귀포시 고성중앙로 61 태성주택,서귀포시 성산읍 혼인지로37번길 23-9,,33.4119407,126.899176,2018-07-25,2018-07-25,제주특별자치도 서귀포시 성산읍 온평리 519-1,
821,제주공항,,렌트가픽업,,33.49913,126.4927179,2018-07-16,2018-07-16,제주특별자치도 제주시 용담2동 1883,
827,평대해수욕장,제주특별자치도 제주시 평대5길 31-16,포장마차,,33.5329787,126.8409974,2018-07-17,2018-07-17,제주특별자치도 제주시 구좌읍 평대리 1994-7,
828,티라호텔,제주특별자치도 서귀포시 섭지코지로25번길 41,티라호텔,,33.4426669,126.9184869,2018-07-17,2018-07-17,제주특별자치도 서귀포시 성산읍 고성리 437-1,
841,이호테우말등대,,등대관광,,33.4969617,126.4502459,2018-07-19,2018-07-19,제주특별자치도 제주시 이호동 1781-5,
834,스르륵 카페,제주특별자치도 서귀포시 말질로 428,스르륵 카페,,33.2322351,126.4632471,2018-07-18,2018-07-18,제주특별자치도 서귀포시 대천동 5623,
840,아침식사,,오라 오거리정식,,33.5001224,126.5077832,2018-07-19,2018-07-19,제주특별자치도 제주시 오라동 2348-9,
842,씨스파,,마싸지,,33.4780807,126.3692042,2018-07-19,2018-07-19,제주특별자치도 제주시 애월읍 신엄리 962,
846,대기정-갈치조림,제주특별자치도 서귀포시 이어도로 41 대기정식당,저녁식사,,33.240284,126.4286256,2018-07-19,2018-07-19,제주특별자치도 서귀포시 중문동 1787,
847,엠버호텔 센트럴,제주특별자치도 서귀포시 이어도로 41 대기정식당,숙소,,33.4860214,126.4817568,2018-07-19,2018-07-19,제주특별자치도 제주시 노형동 949,
852,제주국제공항,,공항,,33.4872777,126.4861041,2018-07-19,2018-07-19,제주특별자치도 제주시 연동 252-23,
853,제주국제공항,제주특별자치도 제주시 다호북길 7,공항,,33.4972142,126.4913622,2018-07-19,2018-07-19,제주특별자치도 제주시 용담2동 2580-77,
854,용두암,,용두암,,33.5155662,126.5124038,2018-07-19,2018-07-19,제주특별자치도 제주시 용담2동 487,
855,시리우스 호텔,제주특별자치도 제주시 도령로 133,1일차 숙박 물품보관함 사용,,33.4932645,126.4910774,2018-07-19,2018-07-19,제주특별자치도 제주시 연동 2334-4,
873,논짓물,제주특별자치도 제주시 해맞이해안로 472,논짓물,,33.23697,126.3893649,2018-07-20,2018-07-20,제주특별자치도 서귀포시 예래동,
869,제주공항,제주특별자치도 제주시 공항로 2,제주도 도착 ! ,,33.507228,126.4923954,2018-07-20,2018-07-20,제주특별자치도 제주시 용담2동 2002,
872,월정리 해수욕장,제주특별자치도 제주시 해맞이해안로 472,월정리 해변,,33.5550607,126.7968789,2018-07-20,2018-07-20,제주특별자치도 제주시 구좌읍 월정리 6,
906,바램목장,제주특별자치도 서귀포시 신화역사로 611,양,,33.311105,126.3525759,2018-07-23,2018-07-23,제주특별자치도 서귀포시 안덕면 동광리 259-3,
878,라메종베니펜션,,-,,33.4345188,126.9235908,2018-07-21,2018-07-21,대한민국,
908,더클리프,제주특별자치도 서귀포시 중문관광로 154-17,ㅇ,,33.2444398,126.4149466,2018-07-23,2018-07-23,제주특별자치도 서귀포시 예래동 2950-4,
913,22,제주특별자치도 제주시 1100로 2070-510 윗세오름대피소,22,,33.3610676,126.5156359,2018-07-24,2018-07-24,제주특별자치도 제주시 애월읍 광령리 산183-6,
916,별방촌,제주특별자치도 제주시 해맞이해안로 1480,해물뚝배기 맛집,,33.5251042,126.8635215,2018-07-25,2018-07-25,제주특별자치도 제주시 구좌읍 하도리 3200-14,
919,윈스카이 호텔,제주특별자치도 서귀포시 신중남로 17,7/31~8/1 숙박장소,,33.2532453,126.508511,2018-07-25,2018-07-25,제주특별자치도 서귀포시 대천동 162-1,
921,뜰에,제주특별자치도 제주시 애월로11길 23,애월로 11길 23-1,,33.4663126,126.3203793,2018-07-26,2018-07-26,제주특별자치도 제주시 애월읍 애월리 1819-30,
931,이호테우해변,제주특별자치도 제주시 공항로 2,일몰즐기기,,33.4974266,126.4524293,2018-07-27,2018-07-27,제주특별자치도 제주시 이호동,
933,렌트카,,차,,33.5034395,126.5029968,2018-07-27,2018-07-27,제주특별자치도 제주시 용담2동 744-52,
935,원담회센터,제주특별자치도 제주시 구남로6길 44-6,저녁,,33.5021414,126.5290057,2018-07-27,2018-07-27,제주특별자치도 제주시 이도1동 1257-8,
938,꽃돼지 연탄구이,제주특별자치도 서귀포시 이어도로 227,연탄구이,,33.241919,126.4439161,2018-07-29,2018-07-29,제주특별자치도 서귀포시 중문동 2239,
939,퍼스트70,제주특별자치도 서귀포시 명동로 46 글램블루호텔,호텔,,33.2470482,126.5668297,2018-07-29,2018-07-29,제주특별자치도 서귀포시 정방동 182,
940,제주돈아,제주특별자치도 제주시 중엄3길 65,밥,,33.4778553,126.369969,2018-07-29,2018-07-29,제주특별자치도 제주시 애월읍 신엄리 957,
941,제주공항,제주특별자치도 제주시 공항로 2,출발도착,,33.5069442,126.4929366,2018-07-29,2018-07-29,제주특별자치도 제주시 용담2동 2002,
781,자매국수,제주특별자치도 제주시 삼성로 65,고기국수,,33.5080278,126.5322296,2018-07-13,2018-07-13,제주특별자치도 제주시 일도2동 1034-19,
788,일제 지하벙커,제주특별자치도 제주시 중앙로 13,.,,33.2042324,126.2716055,2018-07-13,2018-07-13,제주특별자치도 서귀포시 대정읍 상모리 1670,
883,도착,제주특별자치도 제주시 임항로 97,공주님과 여행시작,,33.5225517,126.5367146,2018-07-22,2018-07-22,제주특별자치도 제주시 건입동 918-25,
887,집나간왕새우바람난구이,제주특별자치도 제주시 광양13길 7-1,조개구이,,33.4991458,126.5311683,2018-07-22,2018-07-22,제주특별자치도 제주시 이도2동 1179-11,
944,라마다 앙코르 이스트,제주특별자치도 서귀포시 서호중로 65 라마다 앙코르 이스트 호텔,호텔,,33.2543323,126.5199186,2018-07-30,2018-07-30,제주특별자치도 서귀포시 대륜동 1522-2,
948,제주 공항,,제주도 입국,,33.4938089,126.4914016,2018-07-30,2018-07-30,제주특별자치도 제주시 연동 2335-4,
950,제주공항,,11시 30분 도착,,33.5060561,126.4926376,2018-07-31,2018-07-31,제주특별자치도 제주시 용담2동 833-2,
951,롱로드,제주특별자치도 제주시 귀덕3길 36,양식집,,33.440978,126.2792428,2018-07-31,2018-07-31,제주특별자치도 제주시 한림읍 귀덕리 4073,
953,제주국제공항,제주특별자치도 제주시 공항로 2,8/4(토) 8:10,,33.5060952,126.4921204,2018-07-31,2018-07-31,제주특별자치도 제주시 용담2동 2002,
