연월,업종명,이용자구분,성별,이용자수,이용건수,이용금액
202007,중식 음식점업,중국,알수없음,26,27,1300100
202007,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,19241,20623,238565120
202007,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,15156,16251,182684780
202007,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,26,29,313100
202007,한식 음식점업,내국인,남성,161124,168060,6799310765
202007,한식 음식점업,내국인,여성,123606,128705,4701125868
202007,한식 음식점업,중국,알수없음,164,192,12423200
202008,관광 민예품 및 선물용품 소매업,내국인,남성,11622,12638,358362322
202008,관광 민예품 및 선물용품 소매업,내국인,여성,14795,16227,424975700
202008,관광 민예품 및 선물용품 소매업,중국,알수없음,13,19,715000
202008,그외 기타 분류안된 오락관련 서비스업,내국인,남성,63,65,2115500
202008,그외 기타 분류안된 오락관련 서비스업,내국인,여성,64,64,2009500
202008,기타 수상오락 서비스업,내국인,남성,177,201,11062400
202008,기타 수상오락 서비스업,내국인,여성,108,122,7548700
202008,기타 외국식 음식점업,내국인,남성,2372,2440,78783317
202008,기타 외국식 음식점업,내국인,여성,1306,1329,46336119
202008,기타 외국식 음식점업,중국,알수없음,2,3,38500
202008,비알콜 음료점업,내국인,남성,30318,32930,353605006
202008,비알콜 음료점업,내국인,여성,28804,31315,347095515
202008,비알콜 음료점업,중국,알수없음,27,34,586700
202008,빵 및 과자류 소매업,내국인,남성,15984,17221,275512450
202008,빵 및 과자류 소매업,내국인,여성,18875,20303,311061120
202008,빵 및 과자류 소매업,중국,알수없음,27,28,802650
202008,서양식 음식점업,내국인,남성,55605,60389,1381775108
202008,서양식 음식점업,내국인,여성,60964,66321,1377297371
202008,서양식 음식점업,중국,알수없음,25,29,1193800
202008,스포츠 및 레크레이션 용품 임대업,내국인,남성,6215,6964,362230908
202008,스포츠 및 레크레이션 용품 임대업,내국인,여성,3687,4130,199404465
202008,스포츠 및 레크레이션 용품 임대업,중국,알수없음,34,35,5002100
202008,일식 음식점업,내국인,남성,13031,13290,944908450
202008,일식 음식점업,내국인,여성,9685,9915,582976100
202008,일식 음식점업,중국,알수없음,2,3,197000
202008,중식 음식점업,내국인,남성,8482,8752,241914360
202008,중식 음식점업,내국인,여성,5065,5184,142629960
202008,중식 음식점업,중국,알수없음,38,41,2152900
202008,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,23402,25112,317415340
202008,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,18166,19533,241213208
202008,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,31,32,528800
202008,한식 음식점업,내국인,남성,195133,203633,8679364032
202008,한식 음식점업,내국인,여성,144596,150972,5900411399
202008,한식 음식점업,중국,알수없음,133,157,11054800
202009,관광 민예품 및 선물용품 소매업,내국인,남성,5698,6096,168825240
202009,관광 민예품 및 선물용품 소매업,내국인,여성,7315,7891,205998380
202009,관광 민예품 및 선물용품 소매업,중국,알수없음,7,10,248000
202009,그외 기타 분류안된 오락관련 서비스업,내국인,남성,27,29,790500
202009,그외 기타 분류안된 오락관련 서비스업,내국인,여성,37,41,562500
202009,기타 수상오락 서비스업,내국인,남성,96,108,5979000
202009,기타 수상오락 서비스업,내국인,여성,53,54,2336100
202009,기타 외국식 음식점업,내국인,남성,2003,2083,55342237
202009,기타 외국식 음식점업,내국인,여성,972,995,29941714
202009,기타 외국식 음식점업,중국,알수없음,1,1,52000
202009,비알콜 음료점업,내국인,남성,18473,19990,187870799
202009,비알콜 음료점업,내국인,여성,16810,18252,181805843
202009,비알콜 음료점업,중국,알수없음,11,12,99950
202009,빵 및 과자류 소매업,내국인,남성,11896,12679,197951400
202009,빵 및 과자류 소매업,내국인,여성,14304,15229,232482849
202009,빵 및 과자류 소매업,중국,알수없음,32,36,985150
202009,서양식 음식점업,내국인,남성,35289,37930,809217710
202009,서양식 음식점업,내국인,여성,38725,41558,807207974
202009,서양식 음식점업,중국,알수없음,12,16,565450
202009,스포츠 및 레크레이션 용품 임대업,내국인,남성,4352,4820,249653370
202009,스포츠 및 레크레이션 용품 임대업,내국인,여성,2416,2664,159426540
202009,스포츠 및 레크레이션 용품 임대업,중국,알수없음,47,73,20662860
202009,일식 음식점업,내국인,남성,8241,8424,522890728
202009,일식 음식점업,내국인,여성,6035,6171,318493181
202009,일식 음식점업,중국,알수없음,5,6,435500
202009,중식 음식점업,내국인,남성,6572,6752,170870640
202009,중식 음식점업,내국인,여성,3681,3778,94032150
202009,중식 음식점업,중국,알수없음,44,53,2819500
202009,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,15033,15983,187247734
202009,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,11856,12681,144606055
202009,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,28,35,423340
202009,한식 음식점업,내국인,남성,125239,130346,4890711801
202009,한식 음식점업,내국인,여성,92387,96151,3309989632
202009,한식 음식점업,중국,알수없음,119,135,6579700
202010,관광 민예품 및 선물용품 소매업,내국인,남성,8995,9755,313654708
202010,관광 민예품 및 선물용품 소매업,내국인,여성,12021,13071,353384820
202010,관광 민예품 및 선물용품 소매업,중국,알수없음,5,8,205000
202010,그외 기타 분류안된 오락관련 서비스업,내국인,남성,79,85,2644900
202010,그외 기타 분류안된 오락관련 서비스업,내국인,여성,94,100,1992900
202010,기타 수상오락 서비스업,내국인,남성,127,143,9967100
202010,기타 수상오락 서비스업,내국인,여성,59,64,3401700
202010,기타 외국식 음식점업,내국인,남성,2130,2198,72432879
202010,기타 외국식 음식점업,내국인,여성,1213,1227,42062636
202010,비알콜 음료점업,내국인,남성,22894,24777,251715162
202010,비알콜 음료점업,내국인,여성,21810,23447,248404887
202010,비알콜 음료점업,중국,알수없음,16,21,160800
202010,빵 및 과자류 소매업,내국인,남성,14302,15242,247687720
202010,빵 및 과자류 소매업,내국인,여성,17909,19165,308014347
202010,빵 및 과자류 소매업,중국,알수없음,31,32,811210
202010,서양식 음식점업,내국인,남성,45607,49201,1130713585
202010,서양식 음식점업,내국인,여성,51996,55926,1129858788
202010,서양식 음식점업,중국,알수없음,23,27,2223300
202010,스포츠 및 레크레이션 용품 임대업,내국인,남성,5589,6191,360631360
202010,스포츠 및 레크레이션 용품 임대업,내국인,여성,3286,3633,224340090
202010,스포츠 및 레크레이션 용품 임대업,중국,알수없음,56,71,14057500
202010,일식 음식점업,내국인,남성,10951,11168,844635408
202010,일식 음식점업,내국인,여성,8644,8821,550787525
202010,일식 음식점업,중국,알수없음,2,2,41500
202010,중식 음식점업,내국인,남성,8019,8249,215321559
202010,중식 음식점업,내국인,여성,4809,4946,127438146
202010,중식 음식점업,중국,알수없음,49,61,5968400
202010,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,17301,18516,219114926
202010,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,13980,14950,175319683
202010,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,30,35,400400
202010,한식 음식점업,내국인,남성,164126,170873,7129191843
202010,한식 음식점업,내국인,여성,126250,131523,5060428576
202010,한식 음식점업,중국,알수없음,133,145,11338900
202011,관광 민예품 및 선물용품 소매업,내국인,남성,11354,12280,422486170
202011,관광 민예품 및 선물용품 소매업,내국인,여성,15242,16729,486877075
202011,관광 민예품 및 선물용품 소매업,중국,알수없음,2,3,71000
202011,그외 기타 분류안된 오락관련 서비스업,내국인,남성,54,57,1305500
202011,그외 기타 분류안된 오락관련 서비스업,내국인,여성,89,93,1888500
202011,기타 수상오락 서비스업,내국인,남성,103,118,6903500
202011,기타 수상오락 서비스업,내국인,여성,42,46,1565600
202011,기타 외국식 음식점업,내국인,남성,2044,2110,66837483
202011,기타 외국식 음식점업,내국인,여성,1183,1201,40811735
202011,기타 외국식 음식점업,중국,알수없음,2,2,54000
202011,비알콜 음료점업,내국인,남성,19688,21452,223494407
202011,비알콜 음료점업,내국인,여성,19250,20854,222764181
202011,비알콜 음료점업,중국,알수없음,12,14,105400
202011,빵 및 과자류 소매업,내국인,남성,13882,14785,268055102
202011,빵 및 과자류 소매업,내국인,여성,18460,19626,328906549
202011,빵 및 과자류 소매업,중국,알수없음,35,41,613770
202011,서양식 음식점업,내국인,남성,40425,43460,991561913
202011,서양식 음식점업,내국인,여성,48912,52737,1100930495
202011,서양식 음식점업,중국,알수없음,9,16,514500
202011,스포츠 및 레크레이션 용품 임대업,내국인,남성,4440,4926,308826125
202011,스포츠 및 레크레이션 용품 임대업,내국인,여성,2681,2960,192428900
202011,스포츠 및 레크레이션 용품 임대업,중국,알수없음,61,76,21829700
202011,일식 음식점업,내국인,남성,10580,10807,858391383
202011,일식 음식점업,내국인,여성,8460,8660,566569043
202011,일식 음식점업,중국,알수없음,2,2,105000
202011,중식 음식점업,내국인,남성,7229,7483,194788880
202011,중식 음식점업,내국인,여성,4306,4433,115874965
202011,중식 음식점업,중국,알수없음,49,68,5609600
202011,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,15974,17044,207803195
202011,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,12818,13672,162512774
202011,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,26,31,445200
202011,한식 음식점업,내국인,남성,157623,164035,7237293733
202011,한식 음식점업,내국인,여성,125988,131133,5210402190
202011,한식 음식점업,중국,알수없음,80,90,4907100
202012,관광 민예품 및 선물용품 소매업,내국인,남성,4845,5155,157417000
202012,관광 민예품 및 선물용품 소매업,내국인,여성,5384,5779,158698150
202012,관광 민예품 및 선물용품 소매업,중국,알수없음,2,3,85000
202012,그외 기타 분류안된 오락관련 서비스업,내국인,남성,37,38,903700
202012,그외 기타 분류안된 오락관련 서비스업,내국인,여성,29,32,500800
202012,기타 수상오락 서비스업,내국인,남성,72,82,5307900
202012,기타 수상오락 서비스업,내국인,여성,33,40,1285700
202012,기타 외국식 음식점업,내국인,남성,1710,1750,48247920
202012,기타 외국식 음식점업,내국인,여성,843,857,23166365
202012,비알콜 음료점업,내국인,남성,12008,13087,123376118
202012,비알콜 음료점업,내국인,여성,10117,10899,103470681
202012,비알콜 음료점업,중국,알수없음,12,14,178100
202012,빵 및 과자류 소매업,내국인,남성,10133,10684,181571879
202012,빵 및 과자류 소매업,내국인,여성,11418,12094,190261297
202012,빵 및 과자류 소매업,중국,알수없음,16,19,281750
202012,서양식 음식점업,내국인,남성,23336,25043,543269345
202012,서양식 음식점업,내국인,여성,23295,25066,493360712
202012,서양식 음식점업,중국,알수없음,7,7,583000
202012,스포츠 및 레크레이션 용품 임대업,내국인,남성,2964,3240,227823510
202012,스포츠 및 레크레이션 용품 임대업,내국인,여성,1543,1695,128082010
202012,스포츠 및 레크레이션 용품 임대업,중국,알수없음,18,20,4400400
202012,일식 음식점업,내국인,남성,6455,6583,456121500
202012,일식 음식점업,내국인,여성,4280,4384,252719483
202012,일식 음식점업,중국,알수없음,3,4,138400
202012,중식 음식점업,내국인,남성,5560,5712,142189390
202012,중식 음식점업,내국인,여성,2698,2759,72443050
202012,중식 음식점업,중국,알수없음,40,44,2749200
202012,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,12023,12752,156526280
202012,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,8700,9245,109058005
202012,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,30,35,468100
202012,한식 음식점업,내국인,남성,97501,101334,3964108773
202012,한식 음식점업,내국인,여성,62542,64822,2316849300
202012,한식 음식점업,중국,알수없음,60,65,3890100
202101,관광 민예품 및 선물용품 소매업,내국인,남성,3796,4044,106499915
202101,관광 민예품 및 선물용품 소매업,내국인,여성,4432,4753,110491000
202101,관광 민예품 및 선물용품 소매업,중국,알수없음,2,3,69000
202101,그외 기타 분류안된 오락관련 서비스업,내국인,남성,14,14,515000
202101,그외 기타 분류안된 오락관련 서비스업,내국인,여성,28,35,623800
202101,기타 수상오락 서비스업,내국인,남성,28,30,1434600
202101,기타 수상오락 서비스업,내국인,여성,11,13,327700
202101,기타 외국식 음식점업,내국인,남성,1486,1555,44006770
202101,기타 외국식 음식점업,내국인,여성,735,762,21939356
202101,비알콜 음료점업,내국인,남성,11992,13101,118799392
202101,비알콜 음료점업,내국인,여성,10429,11354,104332518
202101,비알콜 음료점업,중국,알수없음,13,13,124100
202101,빵 및 과자류 소매업,내국인,남성,10438,11164,173432340
202101,빵 및 과자류 소매업,내국인,여성,11840,12691,189900780
202101,빵 및 과자류 소매업,중국,알수없음,28,36,576100
202101,서양식 음식점업,내국인,남성,20821,22386,480732614
202101,서양식 음식점업,내국인,여성,22243,24090,465796537
202101,서양식 음식점업,중국,알수없음,7,9,285800
202101,스포츠 및 레크레이션 용품 임대업,내국인,남성,2395,2618,170380874
202101,스포츠 및 레크레이션 용품 임대업,내국인,여성,1132,1256,91078740
202101,스포츠 및 레크레이션 용품 임대업,중국,알수없음,18,21,3115000
202101,일식 음식점업,내국인,남성,5553,5680,358235600
202101,일식 음식점업,내국인,여성,3663,3772,193783150
202101,일식 음식점업,중국,알수없음,4,6,666000
202101,중식 음식점업,내국인,남성,5747,5947,146951565
202101,중식 음식점업,내국인,여성,2700,2778,70073805
202101,중식 음식점업,중국,알수없음,28,30,1473960
202101,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,11181,11953,146621891
202101,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,7890,8467,102390879
202101,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,25,27,362400
202101,한식 음식점업,내국인,남성,85707,89465,3340827725
202101,한식 음식점업,내국인,여성,53738,56042,1893363571
202101,한식 음식점업,중국,알수없음,39,44,2368800
202102,관광 민예품 및 선물용품 소매업,내국인,남성,7323,7850,196281140
202102,관광 민예품 및 선물용품 소매업,내국인,여성,9503,10349,239306975
202102,관광 민예품 및 선물용품 소매업,중국,알수없음,4,6,146900
202102,그외 기타 분류안된 오락관련 서비스업,내국인,남성,44,46,1127800
202102,그외 기타 분류안된 오락관련 서비스업,내국인,여성,71,75,1302600
202102,기타 수상오락 서비스업,내국인,남성,76,88,3311500
202102,기타 수상오락 서비스업,내국인,여성,29,29,2569200
202102,기타 외국식 음식점업,내국인,남성,1562,1610,48329430
202102,기타 외국식 음식점업,내국인,여성,819,833,26049430
202102,기타 외국식 음식점업,중국,알수없음,1,1,59000
202102,비알콜 음료점업,내국인,남성,16214,17546,168931790
202102,비알콜 음료점업,내국인,여성,14525,15668,158820034
202102,비알콜 음료점업,중국,알수없음,6,6,50800
202102,빵 및 과자류 소매업,내국인,남성,12956,13791,229976711
202102,빵 및 과자류 소매업,내국인,여성,16076,17191,274705206
202102,빵 및 과자류 소매업,중국,알수없음,23,23,250690
202102,서양식 음식점업,내국인,남성,33450,36070,766386631
202102,서양식 음식점업,내국인,여성,36830,39859,772860632
202102,서양식 음식점업,중국,알수없음,16,19,433600
202102,스포츠 및 레크레이션 용품 임대업,내국인,남성,3461,3821,232626671
202102,스포츠 및 레크레이션 용품 임대업,내국인,여성,1978,2220,146390130
202102,스포츠 및 레크레이션 용품 임대업,중국,알수없음,31,45,6524100
202102,일식 음식점업,내국인,남성,8036,8238,557610450
202102,일식 음식점업,내국인,여성,5789,5948,327577300
202102,일식 음식점업,중국,알수없음,2,3,236000
202102,중식 음식점업,내국인,남성,6093,6305,162270354
202102,중식 음식점업,내국인,여성,3177,3269,83587852
202102,중식 음식점업,중국,알수없음,25,30,2124060
202102,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,13773,14688,180847542
202102,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,10347,11039,133168970
202102,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,33,39,531000
202102,한식 음식점업,내국인,남성,119021,123810,4925660065
202102,한식 음식점업,내국인,여성,83947,87562,3133591579
202102,한식 음식점업,중국,알수없음,50,60,4636500
202103,관광 민예품 및 선물용품 소매업,내국인,남성,8734,9363,263421450
202103,관광 민예품 및 선물용품 소매업,내국인,여성,12824,13921,363636410
202103,그외 기타 분류안된 오락관련 서비스업,내국인,남성,42,44,924000
202103,그외 기타 분류안된 오락관련 서비스업,내국인,여성,73,75,1189100
202103,기타 수상오락 서비스업,내국인,남성,53,59,4268450
202103,기타 수상오락 서비스업,내국인,여성,32,35,2933900
202103,기타 외국식 음식점업,내국인,남성,1883,1927,58347610
202103,기타 외국식 음식점업,내국인,여성,1039,1051,30490450
202103,비알콜 음료점업,내국인,남성,20441,22222,230365851
202103,비알콜 음료점업,내국인,여성,19039,20556,215018715
202103,비알콜 음료점업,중국,알수없음,14,19,161300
202103,빵 및 과자류 소매업,내국인,남성,15341,16383,281762111
202103,빵 및 과자류 소매업,내국인,여성,20380,21855,365455323
202103,빵 및 과자류 소매업,중국,알수없음,21,27,322500
202103,서양식 음식점업,내국인,남성,41380,44528,935136901
202103,서양식 음식점업,내국인,여성,49824,53742,1035160528
202103,서양식 음식점업,중국,알수없음,8,8,230900
202103,스포츠 및 레크레이션 용품 임대업,내국인,남성,3901,4247,269402740
202103,스포츠 및 레크레이션 용품 임대업,내국인,여성,2347,2579,188041315
202103,스포츠 및 레크레이션 용품 임대업,중국,알수없음,20,27,5358300
202103,일식 음식점업,내국인,남성,9733,9936,669841950
202103,일식 음식점업,내국인,여성,7896,8082,455396960
202103,일식 음식점업,중국,알수없음,1,1,19500
202103,중식 음식점업,내국인,남성,7553,7851,193466022
202103,중식 음식점업,내국인,여성,4481,4617,111758862
202103,중식 음식점업,중국,알수없음,36,41,2725900
202103,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,15150,16130,188054870
202103,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,12250,13018,150385890
202103,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,34,54,690100
202103,한식 음식점업,내국인,남성,147299,153467,6045256177
202103,한식 음식점업,내국인,여성,115423,120150,4370463271
202103,한식 음식점업,중국,알수없음,53,58,3446600
202104,관광 민예품 및 선물용품 소매업,내국인,남성,11148,12116,373214750
202104,관광 민예품 및 선물용품 소매업,내국인,여성,17030,18670,542673510
202104,관광 민예품 및 선물용품 소매업,중국,알수없음,4,5,130000
202104,그외 기타 분류안된 오락관련 서비스업,내국인,남성,44,45,1167100
202104,그외 기타 분류안된 오락관련 서비스업,내국인,여성,61,64,997300
202104,기타 수상오락 서비스업,내국인,남성,78,85,5016000
202104,기타 수상오락 서비스업,내국인,여성,42,49,1306500
202104,기타 외국식 음식점업,내국인,남성,1971,2048,60127080
202104,기타 외국식 음식점업,내국인,여성,1040,1062,34839630
202104,비알콜 음료점업,내국인,남성,23900,26038,262886924
202104,비알콜 음료점업,내국인,여성,23454,25375,268473636
202104,비알콜 음료점업,중국,알수없음,3,3,24200
202104,빵 및 과자류 소매업,내국인,남성,17387,18619,333535099
202104,빵 및 과자류 소매업,내국인,여성,24488,26323,453140105
202104,빵 및 과자류 소매업,중국,알수없음,19,19,214600
202104,서양식 음식점업,내국인,남성,48354,52273,1122018474
202104,서양식 음식점업,내국인,여성,59869,65002,1308701142
202104,서양식 음식점업,중국,알수없음,18,21,1127700
202104,스포츠 및 레크레이션 용품 임대업,내국인,남성,4813,5283,306137165
202104,스포츠 및 레크레이션 용품 임대업,내국인,여성,3241,3568,239923340
202104,스포츠 및 레크레이션 용품 임대업,중국,알수없음,19,24,6950100
202104,일식 음식점업,내국인,남성,11878,12158,866889367
202104,일식 음식점업,내국인,여성,9854,10153,618190740
202104,일식 음식점업,중국,알수없음,3,3,110800
202104,중식 음식점업,내국인,남성,8165,8493,210684486
202104,중식 음식점업,내국인,여성,5165,5348,129911966
202104,중식 음식점업,중국,알수없음,44,53,2980500
202104,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,16797,17889,212119824
202104,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,14153,15140,176857246
202104,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,27,39,689000
202104,한식 음식점업,내국인,남성,172064,179534,7484795249
202104,한식 음식점업,내국인,여성,141467,147765,5754650447
202104,한식 음식점업,중국,알수없음,67,73,4526400
202105,관광 민예품 및 선물용품 소매업,내국인,남성,12215,13266,408637558
202105,관광 민예품 및 선물용품 소매업,내국인,여성,17714,19558,544298365
202105,관광 민예품 및 선물용품 소매업,중국,알수없음,3,3,202500
202105,그외 기타 분류안된 오락관련 서비스업,내국인,남성,51,53,1490700
202105,그외 기타 분류안된 오락관련 서비스업,내국인,여성,71,76,1371600
202105,기타 수상오락 서비스업,내국인,남성,85,96,6877800
202105,기타 수상오락 서비스업,내국인,여성,50,55,2684500
202105,기타 외국식 음식점업,내국인,남성,1918,1968,59772574
202105,기타 외국식 음식점업,내국인,여성,1105,1131,35847390
202105,비알콜 음료점업,내국인,남성,24937,27226,281053602
202105,비알콜 음료점업,내국인,여성,24389,26363,279313660
202105,비알콜 음료점업,중국,알수없음,9,10,123500
202105,빵 및 과자류 소매업,내국인,남성,18839,20192,363473750
202105,빵 및 과자류 소매업,내국인,여성,25033,26926,469216033
202105,빵 및 과자류 소매업,중국,알수없음,18,21,422850
202105,서양식 음식점업,내국인,남성,52918,57270,1254504882
202105,서양식 음식점업,내국인,여성,62812,68204,1378487924
202105,서양식 음식점업,중국,알수없음,13,16,580800
202105,스포츠 및 레크레이션 용품 임대업,내국인,남성,5801,6438,357010015
202105,스포츠 및 레크레이션 용품 임대업,내국인,여성,3690,4111,241149525
202105,스포츠 및 레크레이션 용품 임대업,중국,알수없음,21,24,4317200
202105,일식 음식점업,내국인,남성,12229,12575,894618850
202105,일식 음식점업,내국인,여성,9914,10176,606182080
202105,일식 음식점업,중국,알수없음,4,4,244700
202105,중식 음식점업,내국인,남성,8681,9024,222068756
202105,중식 음식점업,내국인,여성,5385,5590,137739832
202105,중식 음식점업,중국,알수없음,30,35,1445300
202105,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,18706,20012,246075240
202105,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,15363,16455,196995010
202105,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,35,52,771100
202105,한식 음식점업,내국인,남성,179916,187780,8028169470
202105,한식 음식점업,내국인,여성,142309,148460,5821840989
202105,한식 음식점업,중국,알수없음,59,70,4424000
202106,관광 민예품 및 선물용품 소매업,내국인,남성,12780,13892,436327520
202106,관광 민예품 및 선물용품 소매업,내국인,여성,19840,21741,605510900
202106,관광 민예품 및 선물용품 소매업,중국,알수없음,5,6,508000
202106,그외 기타 분류안된 오락관련 서비스업,내국인,남성,51,53,1625500
202106,그외 기타 분류안된 오락관련 서비스업,내국인,여성,66,73,1240000
202106,기타 수상오락 서비스업,내국인,남성,97,103,7706700
202106,기타 수상오락 서비스업,내국인,여성,36,38,1127400
202106,기타 외국식 음식점업,내국인,남성,1854,1904,56237700
202106,기타 외국식 음식점업,내국인,여성,1133,1170,37585700
202106,비알콜 음료점업,내국인,남성,23913,25916,255956003
202106,비알콜 음료점업,내국인,여성,25065,27183,284653478
202106,비알콜 음료점업,중국,알수없음,10,10,69300
202106,빵 및 과자류 소매업,내국인,남성,17611,18885,339986262
202106,빵 및 과자류 소매업,내국인,여성,25208,27133,470976000
202106,빵 및 과자류 소매업,중국,알수없음,14,19,242200
202106,서양식 음식점업,내국인,남성,52576,57063,1187720604
202106,서양식 음식점업,내국인,여성,67454,73433,1463191405
202106,서양식 음식점업,중국,알수없음,14,18,442800
202106,스포츠 및 레크레이션 용품 임대업,내국인,남성,5864,6498,345144540
202106,스포츠 및 레크레이션 용품 임대업,내국인,여성,3610,4008,217822985
202106,스포츠 및 레크레이션 용품 임대업,중국,알수없음,20,20,3534900
202106,일식 음식점업,내국인,남성,11487,11803,813489190
202106,일식 음식점업,내국인,여성,9958,10245,593804758
202106,일식 음식점업,중국,알수없음,2,2,104900
202106,중식 음식점업,내국인,남성,8182,8491,211343243
202106,중식 음식점업,내국인,여성,5368,5577,132758740
202106,중식 음식점업,중국,알수없음,18,18,545500
202106,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,18970,20191,239745406
202106,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,15986,17065,202362335
202106,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,24,29,342600
202106,한식 음식점업,내국인,남성,167407,175154,7296787886
202106,한식 음식점업,내국인,여성,141950,148465,5748543330
202106,한식 음식점업,중국,알수없음,63,75,3614900
202107,관광 민예품 및 선물용품 소매업,내국인,남성,13424,14681,430946975
202107,관광 민예품 및 선물용품 소매업,내국인,여성,18972,20867,529065765
202107,관광 민예품 및 선물용품 소매업,중국,알수없음,4,5,173000
202107,그외 기타 분류안된 오락관련 서비스업,내국인,남성,46,49,1035800
202107,그외 기타 분류안된 오락관련 서비스업,내국인,여성,82,85,1563700
202107,기타 수상오락 서비스업,내국인,남성,118,133,6250800
202107,기타 수상오락 서비스업,내국인,여성,65,71,2942200
202107,기타 외국식 음식점업,내국인,남성,1919,1972,61087100
202107,기타 외국식 음식점업,내국인,여성,1075,1095,35371000
202107,비알콜 음료점업,내국인,남성,26295,28768,291196419
202107,비알콜 음료점업,내국인,여성,25027,27142,284535805
202107,비알콜 음료점업,중국,알수없음,1,1,12150
202107,빵 및 과자류 소매업,내국인,남성,17643,19045,335609397
202107,빵 및 과자류 소매업,내국인,여성,23440,25209,425698060
202107,빵 및 과자류 소매업,중국,알수없음,21,22,305850
202107,서양식 음식점업,내국인,남성,55345,60549,1324224095
202107,서양식 음식점업,내국인,여성,65258,71258,1419101838
202107,서양식 음식점업,중국,알수없음,12,13,1288900
202107,스포츠 및 레크레이션 용품 임대업,내국인,남성,5386,5962,308980730
202107,스포츠 및 레크레이션 용품 임대업,내국인,여성,3063,3419,186548505
202107,스포츠 및 레크레이션 용품 임대업,중국,알수없음,19,20,3469050
202107,일식 음식점업,내국인,남성,11673,12039,807715150
202107,일식 음식점업,내국인,여성,9222,9513,516209412
202107,일식 음식점업,중국,알수없음,2,2,116500
202107,중식 음식점업,내국인,남성,8335,8683,223672850
202107,중식 음식점업,내국인,여성,5058,5270,130254173
202107,중식 음식점업,중국,알수없음,15,15,1064680
202107,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,21390,22969,289942871
202107,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,17431,18712,235820965
202107,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,18,19,338500
202107,한식 음식점업,내국인,남성,167908,176022,7444137980
202107,한식 음식점업,내국인,여성,130054,136020,5270754583
202107,한식 음식점업,중국,알수없음,61,76,6211900
202108,관광 민예품 및 선물용품 소매업,내국인,남성,12302,13335,367089196
202108,관광 민예품 및 선물용품 소매업,내국인,여성,16148,17726,446048460
202108,관광 민예품 및 선물용품 소매업,중국,알수없음,1,1,24500
202108,그외 기타 분류안된 오락관련 서비스업,내국인,남성,52,53,1004600
202108,그외 기타 분류안된 오락관련 서비스업,내국인,여성,76,82,1367500
202108,기타 수상오락 서비스업,내국인,남성,115,128,6855400
202108,기타 수상오락 서비스업,내국인,여성,54,57,2814100
202108,기타 외국식 음식점업,내국인,남성,2006,2052,58898618
202108,기타 외국식 음식점업,내국인,여성,1072,1091,33409600
202108,비알콜 음료점업,내국인,남성,26910,29329,290928038
202108,비알콜 음료점업,내국인,여성,24339,26374,267323963
202108,비알콜 음료점업,중국,알수없음,4,4,27000
202108,빵 및 과자류 소매업,내국인,남성,18760,20202,353380477
202108,빵 및 과자류 소매업,내국인,여성,23050,24888,422047269
202108,빵 및 과자류 소매업,중국,알수없음,13,14,175850
